"No.","Time","Source","Destination","Protocol","Length","Info"
"179","37.084061000","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  49805 [ACK] Seq=49 Ack=57 Win=16 Len=0"
"180","37.683901800","150.171.22.12","172.20.10.6","TLSv1.2","93","Application Data"
"181","37.696568600","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"182","37.696842200","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"183","37.790200100","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=118 Ack=211 Win=16387 Len=0"
"186","41.761570000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c13","TCP","74","[TCP Retransmission] 49807  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1018 Len=0"
"187","42.197984600","172.20.10.6","20.190.145.140","TCP","54","63990  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"188","42.509002200","172.20.10.6","20.190.145.140","TCP","54","[TCP Retransmission] 63990  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"189","42.543850500","20.190.145.140","172.20.10.6","TCP","54","443  >  63990 [FIN, ACK] Seq=1 Ack=2 Win=49156 Len=0"
"190","42.543984100","172.20.10.6","20.190.145.140","TCP","54","63990  >  443 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"191","42.599187900","20.190.145.140","172.20.10.6","TCP","54","[TCP Dup ACK 189#1] 443  >  63990 [ACK] Seq=2 Ack=2 Win=49156 Len=0"
"192","42.716833600","20.190.145.140","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  63990 [FIN, ACK] Seq=1 Ack=2 Win=49156 Len=0"
"193","42.716922600","172.20.10.6","20.190.145.140","TCP","54","[TCP ZeroWindow] 63990  >  443 [ACK] Seq=2 Ack=2 Win=0 Len=0"
"194","43.461331700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1047:1:98::80","TCP","74","55112  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"195","43.870214300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1047:1:98::80","TCP","74","[TCP Retransmission] 55112  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"196","44.572410500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1047:1:98::80","TCP","74","[TCP Retransmission] 55112  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"197","44.579158600","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","96","Standard query 0x48d7 HTTPS www.linkedin.com"
"198","44.579449300","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","96","Standard query 0x5560 AAAA www.linkedin.com"
"199","44.579694300","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","96","Standard query 0x3c23 A www.linkedin.com"
"200","44.592334300","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"201","44.604303400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"202","44.604527500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"203","44.648057800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=3926 Ack=386 Win=16387 Len=0"
"204","44.648057800","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","240","Standard query response 0x48d7 HTTPS www.linkedin.com CNAME afd-cf.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net SOA ns1.ln-msedge.net"
"205","44.648057800","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","211","Standard query response 0x5560 AAAA www.linkedin.com CNAME afd-cf.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net AAAA 2620:1ec:50::12"
"206","44.648057800","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","199","Standard query response 0x3c23 A www.linkedin.com CNAME afd-cf.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net A 150.171.22.12"
"207","44.650368600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=7b4bb6c3110a1c91, PKN: 1, PADDING, PING, PING, PADDING, PING, PING, CRYPTO, PING, CRYPTO, PADDING, PING, PING, CRYPTO, PADDING, PING, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO"
"208","44.650481000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=7b4bb6c3110a1c91, PKN: 2, PING, PING, PADDING, PING, PING, CRYPTO, PING, PING, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PADDING, PING"
"209","44.650608000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=3926 Ack=421 Win=16387 Len=0"
"210","44.651797500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=211 Ack=118 Win=255 Len=1360 [TCP PDU reassembled in 215]"
"211","44.651797500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=1571 Ack=118 Win=255 Len=1360 [TCP PDU reassembled in 215]"
"212","44.651797500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=2931 Ack=118 Win=255 Len=1360 [TCP PDU reassembled in 215]"
"213","44.651797500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=4291 Ack=118 Win=255 Len=1360 [TCP PDU reassembled in 215]"
"214","44.651797500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=5651 Ack=118 Win=255 Len=1360 [TCP PDU reassembled in 215]"
"215","44.651797500","172.20.10.6","150.171.22.12","TLSv1.2","443","Application Data"
"216","44.651991400","172.20.10.6","150.171.22.12","TLSv1.2","416","Application Data"
"219","44.750566500","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0xe31158f0"
"224","44.750848600","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","179","Retry, SCID=992187c8405c55fb2383f06d1f77"
"225","44.750848600","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=118 Ack=1571 Win=16389 Len=0"
"226","44.750848600","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=118 Ack=2931 Win=16389 Len=0"
"227","44.750848600","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=118 Ack=4291 Win=16389 Len=0"
"228","44.750848600","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=118 Ack=7400 Win=16389 Len=0"
"229","44.750848600","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=118 Ack=7762 Win=16387 Len=0"
"230","44.751376700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=992187c8405c55fb2383f06d1f77, PKN: 3, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PADDING"
"231","44.751499600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=992187c8405c55fb2383f06d1f77, PKN: 4, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, PING, PING, PING, PADDING"
"232","44.852235700","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Initial, SCID=e4b753b905868c57a81d7f312601, PKN: 0, ACK, CRYPTO, PADDING"
"233","44.854125100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=e4b753b905868c57a81d7f312601, PKN: 5, ACK, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING"
"234","44.962988800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Handshake, SCID=e4b753b905868c57a81d7f312601"
"235","44.962988800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Handshake, SCID=e4b753b905868c57a81d7f312601"
"236","44.962988800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Handshake, SCID=e4b753b905868c57a81d7f312601"
"237","44.962988800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Protected Payload (KP0)"
"238","44.962988800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","88","Protected Payload (KP0)"
"239","44.965253600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Handshake, DCID=e4b753b905868c57a81d7f312601"
"240","44.965444700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","107","Handshake, DCID=e4b753b905868c57a81d7f312601"
"241","44.966049500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","246","Protected Payload (KP0), DCID=e4b753b905868c57a81d7f312601"
"242","44.981177500","150.171.22.12","172.20.10.6","TCP","1414","443  >  64603 [ACK] Seq=118 Ack=7762 Win=16387 Len=1360 [TCP PDU reassembled in 244]"
"243","44.981177500","150.171.22.12","172.20.10.6","TCP","1414","443  >  64603 [ACK] Seq=1478 Ack=7762 Win=16387 Len=1360 [TCP PDU reassembled in 244]"
"244","44.981177500","150.171.22.12","172.20.10.6","TLSv1.2","289","Application Data"
"245","44.981329000","172.20.10.6","150.171.22.12","TCP","54","64603  >  443 [ACK] Seq=7762 Ack=3073 Win=255 Len=0"
"246","44.984389800","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"247","44.994349700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","100","Protected Payload (KP0), DCID=e4b753b905868c57a81d7f312601"
"248","45.010870800","150.171.22.12","172.20.10.6","TLSv1.2","85","Application Data"
"249","45.056923300","172.20.10.6","150.171.22.12","TCP","54","64603  >  443 [ACK] Seq=7797 Ack=3104 Win=255 Len=0"
"250","45.057531800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Protected Payload (KP0)"
"251","45.057531800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1294","Protected Payload (KP0)"
"252","45.057531800","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3104 Ack=7797 Win=16387 Len=0"
"253","45.058093000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","99","Protected Payload (KP0), DCID=e4b753b905868c57a81d7f312601"
"255","45.074305200","172.20.10.12","224.0.0.251","MDNS","122","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR lb._dns-sd._udp.local, ""QU"" question"
"256","45.074305200","fe80::183d:4295:442e:2b50","ff02::fb","MDNS","142","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR lb._dns-sd._udp.local, ""QU"" question"
"264","45.111814300","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1374","Protected Payload (KP0)"
"265","45.150822500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","100","Protected Payload (KP0), DCID=e4b753b905868c57a81d7f312601"
"266","45.262194000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","99","Protected Payload (KP0)"
"267","45.963371900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1047:1:98::80","TCP","74","[TCP Retransmission] 55112  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"268","45.984569800","172.20.10.12","224.0.0.251","MDNS","122","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
"269","45.984569800","fe80::183d:4295:442e:2b50","ff02::fb","MDNS","142","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
"270","46.128314300","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"273","46.243123300","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"274","46.244757100","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","93","Standard query 0x0002 A instagram.com"
"275","46.397947400","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","109","Standard query response 0x0002 A instagram.com A 57.144.40.34"
"276","46.403322200","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","93","Standard query 0x0003 AAAA instagram.com"
"277","47.461909300","172.20.10.6","23.208.65.167","TCP","54","55113  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"278","47.462286500","172.20.10.6","23.208.65.167","TCP","54","55119  >  443 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"279","47.462635200","172.20.10.6","23.208.65.167","TCP","54","55127  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"280","47.463032200","172.20.10.6","23.208.65.167","TCP","54","55117  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"281","47.463118900","172.20.10.6","23.208.65.167","TCP","54","55122  >  443 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"282","47.463184500","172.20.10.6","23.208.65.167","TCP","54","55125  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"283","47.463920700","172.20.10.6","23.208.65.167","TCP","54","55116  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"284","47.464021300","172.20.10.6","23.208.65.167","TCP","54","55123  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"285","47.464102500","172.20.10.6","23.208.65.167","TCP","54","55120  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"286","47.464214000","172.20.10.6","23.208.65.167","TCP","54","55121  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"287","47.464355300","172.20.10.6","23.208.65.167","TCP","54","55118  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"288","47.464463100","172.20.10.6","23.208.65.167","TCP","54","55126  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"289","47.464569900","172.20.10.6","23.208.65.167","TCP","54","55124  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"290","47.464678900","172.20.10.6","23.208.65.167","TCP","54","55128  >  443 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"291","47.464769400","172.20.10.6","23.208.65.107","TCP","54","55129  >  443 [FIN, ACK] Seq=1 Ack=1 Win=253 Len=0"
"292","47.618513600","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"293","47.618513600","23.208.65.167","172.20.10.6","TCP","54","443  >  55113 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"294","47.618675400","172.20.10.6","23.208.65.167","TCP","54","55113  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"295","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"296","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55127 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"297","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"298","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55116 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"299","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"300","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55125 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"301","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"302","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55123 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"303","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"304","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55117 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"305","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"306","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55126 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"307","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"308","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55122 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"309","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"310","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55120 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"311","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"312","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55128 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"313","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"314","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55119 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"315","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"316","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55124 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"317","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"318","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55121 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"319","47.618978500","23.208.65.107","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"320","47.618978500","23.208.65.107","172.20.10.6","TCP","54","443  >  55129 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"321","47.618978500","23.208.65.167","172.20.10.6","TLSv1.2","85","Encrypted Alert"
"322","47.618978500","23.208.65.167","172.20.10.6","TCP","54","443  >  55118 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"323","47.619058800","172.20.10.6","23.208.65.167","TCP","54","55127  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"324","47.619123100","172.20.10.6","23.208.65.167","TCP","54","55116  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"325","47.619180500","172.20.10.6","23.208.65.167","TCP","54","55125  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"326","47.619249100","172.20.10.6","23.208.65.167","TCP","54","55123  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"327","47.619306100","172.20.10.6","23.208.65.167","TCP","54","55117  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"328","47.619362100","172.20.10.6","23.208.65.167","TCP","54","55126  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"329","47.619418800","172.20.10.6","23.208.65.167","TCP","54","55122  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"330","47.619474000","172.20.10.6","23.208.65.167","TCP","54","55120  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"331","47.619530900","172.20.10.6","23.208.65.167","TCP","54","55128  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"332","47.619599300","172.20.10.6","23.208.65.167","TCP","54","55119  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"333","47.619659200","172.20.10.6","23.208.65.167","TCP","54","55124  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"334","47.619714700","172.20.10.6","23.208.65.167","TCP","54","55121  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"335","47.619767600","172.20.10.6","23.208.65.107","TCP","54","55129  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"336","47.619826800","172.20.10.6","23.208.65.167","TCP","54","55118  >  443 [RST, ACK] Seq=2 Ack=32 Win=0 Len=0"
"337","47.720114900","23.208.65.167","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55125 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"338","47.720114900","23.208.65.167","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55127 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"339","47.720114900","23.208.65.107","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55129 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"340","47.720114900","23.208.65.167","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55116 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"341","47.720261100","23.208.65.167","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55123 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"342","47.720261100","23.208.65.167","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55122 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"343","47.720261100","23.208.65.167","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55120 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"344","47.720261100","23.208.65.167","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55117 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"345","47.720261100","23.208.65.167","172.20.10.6","TCP","54","[TCP Retransmission] 443  >  55119 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0"
"346","48.539098400","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","121","Standard query response 0x0003 AAAA instagram.com AAAA 2a03:2880:f311:22:face:b00c:0:4420"
"347","48.723188900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1047:1:98::80","TCP","74","[TCP Retransmission] 55112  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"349","50.188565900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","TCP","74","51842  >  80 [FIN, ACK] Seq=1 Ack=1 Win=252 Len=0"
"350","50.189585200","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","103","Standard query 0x5ee3 AAAA ctldl.windowsupdate.com"
"351","50.230344500","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","267","Standard query response 0x5ee3 AAAA ctldl.windowsupdate.com CNAME ctldl.windowsupdate.com.delivery.microsoft.com CNAME wu-b-net.trafficmanager.net CNAME bg.microsoft.map.fastly.net AAAA 2a04:4e42:8e::684"
"352","50.231715800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a04:4e42:8e::684","TCP","86","51853  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1390 WS=256 SACK_PERM"
"353","50.381737800","2a03:90c0:321:2803::252","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","80  >  51842 [FIN, ACK] Seq=1 Ack=2 Win=8 Len=0"
"354","50.381827900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","TCP","74","51842  >  80 [ACK] Seq=2 Ack=2 Win=252 Len=0"
"355","50.534578000","172.20.10.6","146.75.122.172","TCP","66","51854  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"356","50.559768900","2a04:4e42:8e::684","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","86","80  >  51853 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1340 SACK_PERM WS=512"
"358","50.792163500","146.75.122.172","172.20.10.6","TCP","66","80  >  51854 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=512"
"360","50.792481400","172.20.10.6","146.75.122.172","TCP","54","51854  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"361","50.792989100","172.20.10.6","146.75.122.172","HTTP","336","GET /msdownload/update/v3/static/trustedr/en/pinrulesstl.cab?83f76272a9ad5b49 HTTP/1.1 "
"362","51.098142400","146.75.122.172","172.20.10.6","TCP","54","80  >  51854 [ACK] Seq=1 Ack=283 Win=143360 Len=0"
"363","51.098142400","146.75.122.172","172.20.10.6","HTTP","257","HTTP/1.1 304 Not Modified "
"364","51.143013200","172.20.10.6","146.75.122.172","TCP","54","51854  >  80 [ACK] Seq=283 Ack=204 Win=65280 Len=0"
"365","51.361888200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55::174c:9c13","TCP","74","49807  >  443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"366","51.525394500","2a04:4e42:8e::684","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","86","[TCP Retransmission] 80  >  51853 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1340 SACK_PERM WS=512"
"367","52.634666400","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"368","52.634666400","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"369","52.634666400","150.171.22.12","172.20.10.6","TLSv1.2","93","Application Data"
"370","52.635060200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"371","52.645761100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"372","52.645957900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"373","52.646200700","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"374","52.646253500","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"375","52.746555800","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  56195 [ACK] Seq=73 Ack=85 Win=16 Len=0"
